0.95  -46.958750
0.96  -47.299716
0.97  -47.526578
0.98  -47.648477
0.99  -47.675665
1.00  -47.616813
1.01  -47.479530
1.02  -47.273288
1.03  -47.003349
1.04  -46.677610
1.05  -46.302607
